,AS-RCEC.TaiESM1.gn_r1i1p1f1,CSIRO-ARCCSS.ACCESS-CM2.gn_r1i1p1f1,CSIRO-ARCCSS.ACCESS-CM2.gn_r2i1p1f1,CSIRO-ARCCSS.ACCESS-CM2.gn_r3i1p1f1,CSIRO-ARCCSS.ACCESS-CM2.gn_r4i1p1f1,CSIRO-ARCCSS.ACCESS-CM2.gn_r5i1p1f1,NASA-GISS.GISS-E2-1-H.gn_r1i1p3f1,NASA-GISS.GISS-E2-1-H.gn_r2i1p3f1,NASA-GISS.GISS-E2-1-H.gn_r3i1p3f1,NASA-GISS.GISS-E2-1-H.gn_r4i1p3f1,NASA-GISS.GISS-E2-1-H.gn_r5i1p3f1,NIMS-KMA.KACE-1-0-G.gr_r1i1p1f1,NIMS-KMA.KACE-1-0-G.gr_r2i1p1f1,NIMS-KMA.KACE-1-0-G.gr_r3i1p1f1,FIO-QLNM.FIO-ESM-2-0.gn_r1i1p1f1,FIO-QLNM.FIO-ESM-2-0.gn_r2i1p1f1,FIO-QLNM.FIO-ESM-2-0.gn_r3i1p1f1,THU.CIESM.gr_r1i1p1f1,NCC.NorESM2-MM.gn_r1i1p1f1,NCC.NorESM2-MM.gn_r2i1p1f1,EC-Earth-Consortium.EC-Earth3-Veg-LR.gr_r1i1p1f1,EC-Earth-Consortium.EC-Earth3-Veg-LR.gr_r2i1p1f1,EC-Earth-Consortium.EC-Earth3-Veg-LR.gr_r3i1p1f1,EC-Earth-Consortium.EC-Earth3-CC.gr_r1i1p1f1,INM.INM-CM5-0.gr1_r1i1p1f1,CCCma.CanESM5.gn_r10i1p1f1,CCCma.CanESM5.gn_r10i1p2f1,CCCma.CanESM5.gn_r11i1p1f1,CCCma.CanESM5.gn_r11i1p2f1,CCCma.CanESM5.gn_r12i1p1f1,CCCma.CanESM5.gn_r12i1p2f1,CCCma.CanESM5.gn_r13i1p1f1,CCCma.CanESM5.gn_r13i1p2f1,CCCma.CanESM5.gn_r14i1p1f1,CCCma.CanESM5.gn_r14i1p2f1,CCCma.CanESM5.gn_r15i1p1f1,CCCma.CanESM5.gn_r15i1p2f1,CCCma.CanESM5.gn_r16i1p1f1,CCCma.CanESM5.gn_r16i1p2f1,CCCma.CanESM5.gn_r17i1p1f1,CCCma.CanESM5.gn_r17i1p2f1,CCCma.CanESM5.gn_r18i1p1f1,CCCma.CanESM5.gn_r18i1p2f1,CCCma.CanESM5.gn_r19i1p1f1,CCCma.CanESM5.gn_r19i1p2f1,CCCma.CanESM5.gn_r1i1p1f1,CCCma.CanESM5.gn_r1i1p2f1,CCCma.CanESM5.gn_r20i1p1f1,CCCma.CanESM5.gn_r20i1p2f1,CCCma.CanESM5.gn_r21i1p1f1,CCCma.CanESM5.gn_r21i1p2f1,CCCma.CanESM5.gn_r22i1p1f1,CCCma.CanESM5.gn_r22i1p2f1,CCCma.CanESM5.gn_r23i1p1f1,CCCma.CanESM5.gn_r23i1p2f1,CCCma.CanESM5.gn_r24i1p1f1,CCCma.CanESM5.gn_r24i1p2f1,CCCma.CanESM5.gn_r25i1p1f1,CCCma.CanESM5.gn_r25i1p2f1,CCCma.CanESM5.gn_r2i1p1f1,CCCma.CanESM5.gn_r2i1p2f1,CCCma.CanESM5.gn_r3i1p1f1,CCCma.CanESM5.gn_r3i1p2f1,CCCma.CanESM5.gn_r4i1p1f1,CCCma.CanESM5.gn_r4i1p2f1,CCCma.CanESM5.gn_r5i1p1f1,CCCma.CanESM5.gn_r5i1p2f1,CCCma.CanESM5.gn_r6i1p1f1,CCCma.CanESM5.gn_r6i1p2f1,CCCma.CanESM5.gn_r7i1p1f1,CCCma.CanESM5.gn_r7i1p2f1,CCCma.CanESM5.gn_r8i1p1f1,CCCma.CanESM5.gn_r8i1p2f1,CCCma.CanESM5.gn_r9i1p1f1,CCCma.CanESM5.gn_r9i1p2f1,NOAA-GFDL.GFDL-CM4.gr1_r1i1p1f1,IPSL.IPSL-CM6A-LR.gr_r10i1p1f1,IPSL.IPSL-CM6A-LR.gr_r11i1p1f1,IPSL.IPSL-CM6A-LR.gr_r14i1p1f1,IPSL.IPSL-CM6A-LR.gr_r1i1p1f1,IPSL.IPSL-CM6A-LR.gr_r22i1p1f1,IPSL.IPSL-CM6A-LR.gr_r25i1p1f1,IPSL.IPSL-CM6A-LR.gr_r2i1p1f1,IPSL.IPSL-CM6A-LR.gr_r3i1p1f1,IPSL.IPSL-CM6A-LR.gr_r4i1p1f1,IPSL.IPSL-CM6A-LR.gr_r5i1p1f1,IPSL.IPSL-CM6A-LR.gr_r6i1p1f1,NOAA-GFDL.GFDL-ESM4.gr1_r1i1p1f1,NOAA-GFDL.GFDL-ESM4.gr1_r2i1p1f1,NOAA-GFDL.GFDL-ESM4.gr1_r3i1p1f1,NUIST.NESM3.gn_r1i1p1f1,NUIST.NESM3.gn_r2i1p1f1,NCAR.CESM2-WACCM.gn_r1i1p1f1,NCAR.CESM2-WACCM.gn_r2i1p1f1,NCAR.CESM2-WACCM.gn_r3i1p1f1,INM.INM-CM4-8.gr1_r1i1p1f1,CMCC.CMCC-ESM2.gn_r1i1p1f1,BCC.BCC-CSM2-MR.gn_r1i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r31i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r32i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r33i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r34i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r35i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r36i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r37i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r38i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r39i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r40i1p1f1,NASA-GISS.GISS-E2-1-G.gn_r1i1p3f1,NASA-GISS.GISS-E2-1-G.gn_r1i1p5f1,NASA-GISS.GISS-E2-1-G.gn_r2i1p3f1,NASA-GISS.GISS-E2-1-G.gn_r2i1p5f1,NASA-GISS.GISS-E2-1-G.gn_r3i1p3f1,NASA-GISS.GISS-E2-1-G.gn_r3i1p5f1,NASA-GISS.GISS-E2-1-G.gn_r4i1p3f1,NASA-GISS.GISS-E2-1-G.gn_r4i1p5f1,NASA-GISS.GISS-E2-1-G.gn_r5i1p3f1,CCCma.CanESM5-CanOE.gn_r1i1p2f1,CCCma.CanESM5-CanOE.gn_r2i1p2f1,CCCma.CanESM5-CanOE.gn_r3i1p2f1,CMCC.CMCC-CM2-SR5.gn_r1i1p1f1,KIOST.KIOST-ESM.gr1_r1i1p1f1,CAS.FGOALS-f3-L.gr_r1i1p1f1,MRI.MRI-ESM2-0.gn_r1i1p1f1,MRI.MRI-ESM2-0.gn_r2i1p1f1,MRI.MRI-ESM2-0.gn_r3i1p1f1,MRI.MRI-ESM2-0.gn_r4i1p1f1,MRI.MRI-ESM2-0.gn_r5i1p1f1,CAS.CAS-ESM2-0.gn_r1i1p1f1,CAS.CAS-ESM2-0.gn_r3i1p1f1,MIROC.MIROC6.gn_r10i1p1f1,MIROC.MIROC6.gn_r11i1p1f1,MIROC.MIROC6.gn_r12i1p1f1,MIROC.MIROC6.gn_r13i1p1f1,MIROC.MIROC6.gn_r14i1p1f1,MIROC.MIROC6.gn_r15i1p1f1,MIROC.MIROC6.gn_r16i1p1f1,MIROC.MIROC6.gn_r17i1p1f1,MIROC.MIROC6.gn_r18i1p1f1,MIROC.MIROC6.gn_r19i1p1f1,MIROC.MIROC6.gn_r1i1p1f1,MIROC.MIROC6.gn_r20i1p1f1,MIROC.MIROC6.gn_r21i1p1f1,MIROC.MIROC6.gn_r22i1p1f1,MIROC.MIROC6.gn_r23i1p1f1,MIROC.MIROC6.gn_r24i1p1f1,MIROC.MIROC6.gn_r25i1p1f1,MIROC.MIROC6.gn_r26i1p1f1,MIROC.MIROC6.gn_r27i1p1f1,MIROC.MIROC6.gn_r28i1p1f1,MIROC.MIROC6.gn_r29i1p1f1,MIROC.MIROC6.gn_r2i1p1f1,MIROC.MIROC6.gn_r30i1p1f1,MIROC.MIROC6.gn_r31i1p1f1,MIROC.MIROC6.gn_r32i1p1f1,MIROC.MIROC6.gn_r33i1p1f1,MIROC.MIROC6.gn_r34i1p1f1,MIROC.MIROC6.gn_r35i1p1f1,MIROC.MIROC6.gn_r36i1p1f1,MIROC.MIROC6.gn_r37i1p1f1,MIROC.MIROC6.gn_r38i1p1f1,MIROC.MIROC6.gn_r39i1p1f1,MIROC.MIROC6.gn_r3i1p1f1,MIROC.MIROC6.gn_r40i1p1f1,MIROC.MIROC6.gn_r41i1p1f1,MIROC.MIROC6.gn_r42i1p1f1,MIROC.MIROC6.gn_r43i1p1f1,MIROC.MIROC6.gn_r44i1p1f1,MIROC.MIROC6.gn_r45i1p1f1,MIROC.MIROC6.gn_r46i1p1f1,MIROC.MIROC6.gn_r47i1p1f1,MIROC.MIROC6.gn_r48i1p1f1,MIROC.MIROC6.gn_r49i1p1f1,MIROC.MIROC6.gn_r4i1p1f1,MIROC.MIROC6.gn_r50i1p1f1,MIROC.MIROC6.gn_r5i1p1f1,MIROC.MIROC6.gn_r6i1p1f1,MIROC.MIROC6.gn_r7i1p1f1,MIROC.MIROC6.gn_r8i1p1f1,MIROC.MIROC6.gn_r9i1p1f1,NCAR.CESM2.gn_r10i1p1f1,NCAR.CESM2.gn_r11i1p1f1,NCAR.CESM2.gn_r4i1p1f1
1860,277.33154,277.50327,277.57184,277.45944,277.60434,277.5175,278.11252,278.4703,278.07108,278.35687,278.33447,277.28763,277.1281,277.25098,276.63864,276.26016,276.44138,278.60645,277.48135,277.46024,277.91104,277.5766,277.7672,278.56256,277.1393,277.6124,277.326,277.48157,277.28964,277.57663,277.2009,277.47446,277.2565,277.2716,277.29318,277.4211,277.19434,277.13992,277.50305,277.04053,277.20972,277.16617,277.23694,277.251,276.93597,277.4338,277.32974,277.47818,277.11758,277.25015,277.12366,277.2973,277.35593,277.36087,277.27826,277.35278,277.39246,277.29935,277.09866,277.54813,277.47806,277.39523,277.40076,277.1615,277.26355,277.6006,277.2304,277.48666,277.29202,277.48837,277.13663,277.52737,277.42264,277.3206,277.3497,276.48215,276.55048,276.67996,276.69528,276.49435,276.20615,276.16742,276.54672,276.42764,276.54666,276.25552,276.46207,277.17682,277.2619,277.52957,277.42392,277.79318,277.4387,277.3364,277.05997,277.03534,278.07672,278.6477,278.18054,277.88425,278.01398,278.12607,277.90234,278.0842,278.32767,278.10083,278.34833,277.8842,277.61884,277.90762,277.96768,278.1302,277.49045,277.7607,277.68906,277.7049,277.91562,277.32974,277.47806,277.40076,278.08188,276.46115,276.33133,277.7981,277.6943,278.245,277.863,277.8301,277.99234,278.0187,280.0697,280.30933,279.70642,279.7765,280.09354,279.9045,279.78513,279.95566,279.69238,279.92868,279.78745,279.78162,279.95435,280.03555,279.64255,279.964,279.88354,279.6701,280.24954,279.64392,280.3067,279.99384,279.8195,279.78845,279.78632,280.17572,280.1393,280.07693,279.84927,279.92123,279.94946,279.7981,280.0364,279.64224,279.98727,280.07504,279.81802,280.07056,280.1128,279.99973,280.14032,279.63797,279.8722,279.81323,280.09738,279.9183,279.90533,279.98154,279.9047,279.8593,277.33237,277.60068,277.72925
1861,277.51907,277.2966,277.42,277.56143,277.4986,277.68558,278.10318,278.31036,278.09894,278.2867,278.0505,277.22916,277.12674,277.18314,276.71793,276.35394,276.59912,278.23117,277.32947,277.39957,277.96335,277.53976,277.6462,278.63947,277.15732,277.5748,276.97067,277.53333,277.1228,277.63312,277.37433,277.28018,277.03085,277.19626,277.23154,277.3942,277.3118,277.2394,277.491,277.20425,277.12253,277.26932,277.25714,277.18652,276.98727,277.48807,277.20444,277.43774,277.24182,277.39352,277.0243,277.19696,277.30533,277.4249,277.0145,277.55136,277.25345,277.4259,277.14075,277.59055,277.47592,277.29675,277.1788,277.28494,277.2641,277.63873,277.25815,277.3196,277.2013,277.39154,276.97165,277.32535,277.30698,277.3439,277.17874,276.50687,276.28284,276.72913,276.40613,276.81458,276.18967,276.1605,276.58887,276.43,276.46164,276.05484,276.4474,277.06503,277.17136,277.3163,277.4833,277.67093,277.11218,277.11536,277.17078,276.96564,278.13223,278.6882,278.1589,278.23764,278.1506,278.05753,278.0658,277.9434,278.22507,278.0107,278.45288,278.09225,277.76804,277.96317,277.88647,278.0897,277.70117,277.7559,277.66916,278.00223,277.6456,277.20444,277.47592,277.1788,278.15283,276.33804,276.15067,277.7335,277.82513,278.15198,278.09323,277.8633,277.57675,277.97147,280.1165,280.0084,279.75357,279.78793,279.8707,279.93875,279.5669,279.8864,279.91525,280.01132,279.8649,279.79544,280.04367,279.9891,280.00583,280.10046,279.7562,279.73877,280.2456,279.67108,280.14194,279.80386,280.03262,279.90726,279.9398,279.69464,279.8526,280.062,279.85266,279.99097,280.00125,279.68045,279.81674,279.64383,280.04617,279.8386,280.28494,279.94418,279.80234,280.09494,280.0773,279.69315,279.93768,279.92407,279.83487,279.86838,280.1244,279.96152,280.0399,279.9353,277.4692,277.56567,277.66232
1862,277.22543,277.36526,277.557,277.5996,277.31534,277.4941,278.4207,278.24637,278.23257,278.1843,277.71152,277.15164,277.20337,277.28143,276.58087,276.5284,276.24286,278.25198,277.31967,277.3796,278.1086,277.60907,277.37793,278.63968,276.97586,277.4125,277.1697,277.43234,277.19894,277.45663,277.2944,277.3154,277.02896,277.22226,277.09174,277.12344,277.26163,277.13608,277.33203,277.43893,277.0257,277.21964,277.1089,277.35568,277.05716,277.39,277.15637,277.04562,277.0295,277.2582,276.74973,277.2367,277.25446,277.03738,277.15894,277.45987,277.005,277.24716,277.27472,277.5613,277.46744,277.4974,277.1538,277.03937,277.18555,277.45428,277.35532,277.33554,277.1231,277.52084,277.04684,277.4216,277.0819,277.5019,277.14355,276.58267,276.4031,276.41602,276.54678,276.28732,276.39874,276.00388,276.52432,276.41672,276.3289,276.14426,276.57413,277.22928,277.03534,277.34143,277.2831,277.71304,276.95255,277.08286,277.0825,277.1285,278.087,278.56226,278.10907,278.2111,278.14435,278.15823,277.81534,278.01538,278.3165,277.9268,278.37317,278.02438,277.57013,277.98364,277.70767,277.65485,277.76422,277.7277,277.9711,277.83997,277.6221,277.15637,277.46744,277.1538,278.17114,276.37036,276.25143,277.79773,277.8775,278.09293,278.01965,277.87692,277.437,277.93817,279.98383,279.70392,279.71127,279.7799,279.96933,279.86877,279.78958,279.79556,279.8939,279.82938,279.88852,279.7918,279.91516,280.12854,279.93677,279.72018,279.73587,279.81436,279.68668,279.42203,279.70337,279.61014,279.95102,279.87314,279.85895,279.64026,279.60425,279.89194,279.60074,279.85413,279.72855,279.7219,279.8072,279.67276,279.78787,279.78705,279.89786,279.85995,279.66205,279.92117,279.90323,279.65793,279.9079,279.95786,279.73074,279.9703,279.78232,279.78336,279.68094,279.47644,277.19736,277.38516,277.38004
1863,277.1638,277.19345,277.55508,277.45145,277.40967,277.61963,278.22708,278.2758,277.99582,278.42496,277.9216,277.13138,277.17557,277.2739,276.6948,276.40836,276.57773,278.36923,277.53513,277.13416,277.8472,277.64694,277.5926,278.40347,276.8403,277.3545,277.24963,277.30307,277.2183,277.33664,277.31906,277.4262,277.21237,277.31253,277.1058,277.33774,277.25766,277.25534,277.17282,277.2341,276.99402,277.1884,277.18338,277.42084,277.0424,277.47552,277.2479,277.21985,276.996,277.4511,276.84604,277.2061,277.01553,277.0452,276.94376,277.31433,276.99664,277.32443,277.08215,277.4858,277.06763,277.3953,277.1584,277.03976,277.44278,277.3268,277.2487,277.32275,277.17453,277.37784,276.9528,277.56216,277.34018,277.20975,277.31522,276.31046,276.18692,276.62665,276.43903,276.43112,276.42325,276.39468,276.47202,276.423,276.39035,276.27628,276.20712,277.20975,277.2809,277.405,277.4464,277.76633,277.1049,277.1489,277.05154,276.94473,278.21048,278.4944,278.25037,278.19608,278.1329,278.15054,278.1662,278.27307,278.16635,277.93808,278.2163,278.00064,277.50156,277.7415,277.49756,277.6328,277.5469,277.86197,277.9365,277.75467,277.63998,277.2479,277.06763,277.1584,278.03543,276.21426,276.04825,277.7875,277.72757,278.0442,278.01123,277.79343,278.00662,278.00558,279.65872,279.56888,279.71988,279.8251,280.0223,279.953,279.7129,279.76254,280.19894,280.0044,280.08945,279.7925,279.92334,280.03433,279.604,279.74313,279.6505,279.80045,279.54123,279.39725,279.6127,279.83047,279.91312,279.73996,279.81378,279.77292,279.52005,280.08896,279.736,279.97385,279.8644,279.684,279.791,279.91794,279.83273,279.99063,279.54544,279.71182,279.76697,279.77612,279.56052,279.63095,279.85574,280.05286,279.66428,280.03534,279.69055,279.86984,279.87442,279.45975,277.30853,277.22794,277.45087
1864,277.2717,277.35196,277.45242,277.337,277.41794,277.6332,278.12247,278.39206,277.96835,278.66602,278.11935,277.2417,277.21472,277.43658,276.50018,276.32217,276.3666,278.3699,277.73203,277.21097,277.60892,277.57822,277.504,278.21902,276.9733,277.39993,277.2972,277.38782,277.04623,277.3048,277.28464,277.51157,277.0392,277.3246,277.2447,277.41797,277.03638,277.1813,277.25742,277.32526,276.95474,277.1767,277.2755,277.17096,276.8663,277.5021,277.2767,277.54483,277.20944,277.22705,276.75565,277.25003,276.99557,277.02975,276.97574,277.61154,276.94052,277.3364,276.97867,277.2712,277.01154,277.22617,277.2388,277.0499,277.2711,277.32642,277.19333,277.18124,277.17615,277.6674,276.80667,277.43076,277.2647,277.32632,277.18887,276.4864,276.1736,276.75726,276.78674,276.50284,276.41367,276.24457,276.52225,276.32312,276.30096,275.9989,276.3932,277.3387,277.22763,277.1568,277.44067,277.636,277.2223,277.11087,277.2694,277.04562,278.04053,278.78183,278.48605,277.99338,278.10626,278.08972,278.10562,278.17722,278.1346,278.1486,278.1003,278.07837,277.75797,277.6359,277.70053,277.61734,277.53738,277.90997,277.7613,277.8084,277.86566,277.2767,277.01154,277.2388,277.97913,276.3876,276.17514,277.73608,277.72745,278.0213,278.01028,277.93912,278.02975,278.21365,279.86505,279.7098,279.7734,279.74313,280.07187,280.1012,279.73288,279.82217,279.70618,279.85098,279.8241,279.94775,280.2421,279.7607,279.74863,279.87753,279.7484,279.89133,279.691,279.66696,279.7537,279.80832,279.80728,279.8463,279.91803,279.68576,279.70224,280.18677,279.91885,280.0093,279.9456,279.641,279.8409,279.89807,279.81668,279.9279,279.63553,279.8889,279.92154,280.01413,279.764,279.748,280.00296,279.89133,279.9727,279.96512,279.8168,279.98337,279.84064,279.6695,277.4288,277.2963,277.58905
1865,277.2508,277.31595,277.43893,277.56314,277.4421,277.60513,278.1177,278.3002,278.03775,278.21756,278.19678,277.03384,277.14005,277.4169,276.57266,276.26108,276.4549,278.56024,277.66602,277.05115,277.89703,277.63705,277.63675,278.1753,277.11484,277.4044,277.17883,277.27182,277.18536,277.46262,277.41196,277.45804,276.949,277.33286,277.40128,277.4582,277.04227,277.2246,277.1373,277.22272,277.30148,277.121,277.20743,277.3899,276.9588,277.28683,277.22437,277.51956,277.19348,277.2937,276.85736,277.2705,277.32645,277.11636,276.80154,277.72113,277.1021,277.38858,277.05646,277.4179,277.2947,277.4057,277.2584,277.2955,277.54257,277.46378,277.22818,277.22595,277.0465,277.71133,276.65765,277.37582,277.31277,277.35397,277.24402,276.52362,276.50906,276.59824,276.58786,276.66818,276.56448,276.1398,276.26587,276.2148,276.6455,276.21896,276.67838,277.31277,277.20468,277.0772,277.56046,277.73856,277.26065,277.1459,277.51242,277.08786,278.03162,278.90924,278.4346,278.14273,278.03723,277.92673,277.96164,278.00436,278.05893,278.1591,278.21198,278.2887,277.91934,277.80893,277.86874,277.6041,277.7008,277.6946,277.29593,277.92783,277.8157,277.22437,277.2947,277.2584,278.0862,276.6005,276.49265,277.81387,277.77817,277.97488,277.99817,277.9775,277.80563,278.07275,279.91776,279.81552,279.83817,279.82065,280.18588,279.73087,279.81787,279.88412,279.5043,279.88846,279.64047,279.88052,280.3417,279.67126,279.69498,279.9719,279.6918,279.91617,279.8339,279.79727,279.97568,279.726,279.7026,279.88303,279.81284,279.86075,279.8074,279.72937,279.91483,279.92862,279.88803,279.74094,279.74075,279.89072,279.83826,279.8532,279.62225,279.98557,279.9212,280.12686,279.68723,280.04184,280.0443,279.70938,280.11987,279.82715,279.60547,279.79825,280.05862,279.8422,277.49362,277.45956,277.54828
1866,277.319,277.3136,277.2886,277.38852,277.3983,277.444,278.03506,278.27066,278.21396,278.0456,278.32983,277.2412,277.1174,277.57886,276.5848,276.54562,276.75458,278.44266,277.9418,277.38242,278.06125,277.7689,277.70505,278.46756,276.99612,277.25034,277.32864,277.3595,277.27615,277.4155,277.31967,277.32916,277.0546,277.58316,277.43796,277.39627,277.29904,277.29562,277.16925,277.24222,277.24036,277.2383,277.3553,277.35287,277.02338,277.61917,277.229,277.35394,276.89383,277.16458,276.7733,277.45267,277.34897,277.3082,277.14114,277.51614,277.24432,277.2993,277.17618,277.39993,277.10156,277.3989,277.2462,277.5027,277.59885,277.37155,277.2594,277.30835,277.2504,277.79333,276.8535,277.33362,277.2375,277.43723,277.0995,276.6021,276.27386,276.51993,276.2319,276.7638,276.65488,276.31296,276.27774,276.47745,276.61984,276.03143,276.5721,277.408,277.4491,277.30466,277.51758,277.72726,277.39554,277.3257,277.30133,277.07,278.06406,278.83743,278.55896,278.19315,277.9852,278.0312,278.08072,278.32593,278.1024,278.20007,278.04132,278.25705,277.8407,278.0579,277.8792,277.75015,277.57916,277.65506,277.71097,278.00418,277.98724,277.229,277.10156,277.2462,277.86353,276.192,276.4424,277.78177,278.08932,278.01053,277.96243,277.8721,277.8327,277.8704,279.7544,279.83337,279.9597,279.80734,280.05685,279.66977,279.82214,279.91068,279.5444,280.23642,279.70627,279.9199,279.89948,279.78888,279.94962,279.85205,279.79926,280.04025,279.80713,279.88574,279.76196,279.81424,279.7018,279.576,279.9076,280.02783,279.7417,279.59784,279.91324,279.8019,279.75153,279.7671,279.74188,279.97696,279.8525,279.8195,279.9037,279.90085,279.6888,280.08304,280.0355,280.01852,279.81143,279.84164,279.76645,279.73578,279.71228,279.7957,279.7656,279.88754,277.42648,277.33212,277.43045
1867,277.19254,277.48386,277.45682,277.46274,277.54572,277.55618,278.2513,278.28806,278.24655,278.25305,278.12808,277.1045,277.33844,277.36264,276.61276,276.6967,276.62863,278.21603,277.8457,277.39227,278.092,277.49985,277.64322,278.17,276.99722,277.41104,277.25055,277.21313,277.1762,277.4656,277.24545,277.50192,277.10385,277.44284,277.47586,277.3037,277.34232,277.522,277.43533,277.1873,276.94543,277.17737,277.19315,277.16583,276.93826,277.73865,277.04984,277.53995,276.98993,277.0843,276.88663,277.5911,277.30145,277.22763,277.17297,277.62454,276.9734,277.45215,276.93716,277.37112,277.21982,277.60825,277.32602,277.5663,277.45047,277.49817,277.1911,277.363,277.3405,277.5869,277.0181,277.54514,277.42978,277.49252,276.98334,276.79773,276.30057,276.75284,276.58643,276.56717,276.5472,276.26663,276.20135,276.74673,276.5311,276.42102,276.72537,277.30698,277.50546,277.4279,277.35715,277.78952,277.3284,277.51007,277.38504,277.04584,278.27548,279.0966,278.369,278.06073,278.0079,277.96832,278.0215,278.31906,278.094,278.0847,278.0376,278.2264,277.53848,277.6694,277.58496,277.90927,277.32465,278.09677,277.88504,277.86432,277.57632,277.04984,277.21982,277.32602,278.126,276.6243,276.14963,277.6022,277.95706,277.80106,278.27853,277.6878,277.83017,277.87802,279.8383,279.8652,280.10464,279.793,279.92807,279.7991,279.63986,279.966,279.73407,280.12988,279.80222,279.93045,279.69034,279.66873,279.788,279.92477,280.17148,279.56558,279.5516,279.8339,279.8678,280.15256,279.76355,279.67337,279.93005,279.79272,279.80453,279.52682,279.71225,279.77585,279.82776,279.6404,279.89743,280.1097,280.02545,279.84543,279.87677,279.81137,279.85892,279.7986,280.00754,279.74924,279.78888,279.99496,279.77625,280.01047,279.70496,279.76663,279.88144,279.76578,277.39383,277.36868,277.593
1868,277.1742,277.30936,277.53516,277.6346,277.45248,277.5602,278.54346,278.3212,278.20346,278.2059,278.22452,277.24722,277.3603,277.3922,276.96268,276.45953,276.7457,278.32443,277.5005,277.42117,277.86874,277.73233,277.49207,278.30203,277.0762,277.34665,277.30807,277.15317,277.32294,277.65198,277.2896,277.32227,277.12357,277.36685,277.66718,277.17563,277.45087,277.32764,277.40472,277.36337,276.9258,277.1303,277.35355,277.1578,277.18207,277.4396,277.275,277.374,277.17194,277.1636,276.92978,277.52542,277.47018,277.13025,277.15555,277.38608,276.7894,277.24634,276.96326,277.40396,277.07346,277.42776,277.1102,277.6205,277.47382,277.36682,277.06726,277.13193,277.30573,277.4625,277.17224,277.38046,277.37198,277.42395,277.06482,276.6878,276.60587,276.79565,276.53143,276.35257,276.46628,276.06497,276.3198,276.44275,276.4772,276.3938,276.6373,277.28598,277.41074,277.478,277.25043,277.71512,277.47055,277.494,277.43057,277.02655,278.34268,278.88388,278.30545,278.01346,278.00916,278.14706,278.25534,278.24402,278.19894,277.9888,278.01126,278.13522,277.5824,277.54492,277.63998,277.70834,277.57227,277.9362,277.974,277.8125,277.9794,277.275,277.07346,277.1102,278.1793,276.67477,276.49133,277.7237,277.90817,278.02982,277.8881,277.80566,277.84442,277.96133,279.87387,279.80585,279.89728,280.1502,279.90207,279.8973,279.5677,280.07928,279.9435,279.80225,279.99814,279.837,279.7596,279.77408,279.76096,279.75717,279.98227,279.54727,279.58466,279.831,279.76898,279.86124,279.68607,279.99722,279.88083,279.93362,279.9407,279.78622,279.8953,279.8847,279.7526,279.77298,279.9326,279.8689,280.1866,280.06046,279.62943,279.96097,279.69962,279.81082,279.80917,279.84055,279.94626,279.87766,279.97302,279.97876,279.672,279.71188,280.00027,279.75516,277.71655,277.4728,277.70898
1869,277.08813,277.38406,277.613,277.58054,277.63156,277.67828,278.45547,278.42825,278.276,278.4815,278.35547,277.27423,277.24005,277.39053,276.8098,276.53967,276.78867,278.2676,277.53326,277.2368,278.047,277.59418,277.50943,278.34885,277.14435,277.57614,277.34012,277.3317,277.3071,277.46826,277.15497,277.13336,277.1083,277.4756,277.52554,277.08157,277.16183,277.10635,277.3195,277.29092,276.81583,277.14084,277.30545,277.5171,276.94427,277.52408,277.05753,277.35342,277.26987,277.41568,277.00443,277.26035,277.32755,277.16946,277.04892,277.28882,276.9808,277.45737,277.21933,277.55197,277.34232,277.46252,277.05258,277.5842,277.526,277.51553,277.21655,277.2579,277.24698,277.7639,277.08072,277.1231,277.3997,277.3096,277.10834,276.88614,276.76303,276.92773,276.22794,276.3297,276.54565,276.0888,276.36224,276.14072,276.3834,275.93753,276.62704,277.3715,277.31076,277.38834,277.4399,277.5922,277.22446,277.42484,277.3936,277.0087,278.0283,279.02972,278.23746,277.9905,278.06955,278.29538,278.28235,278.3745,278.35785,278.12466,278.01514,278.12003,277.78433,277.7361,277.88705,277.57635,278.06546,277.67673,277.68265,277.75357,278.0222,277.05753,277.34232,277.05258,278.3015,276.46933,276.56656,277.5805,277.85373,278.0908,277.7817,278.05823,277.8618,278.11166,279.84283,279.89456,279.94067,280.1662,279.95395,280.0455,279.66586,280.0925,279.7209,279.80466,280.13977,279.95255,279.8765,279.80606,279.82462,279.89767,279.79904,279.73114,279.648,279.9561,279.83838,279.8884,279.7302,279.87897,279.74814,279.7066,280.09656,279.7443,279.8217,279.74988,279.78604,279.839,279.70193,279.82376,279.88113,280.04684,279.64633,280.14377,279.7482,279.89957,279.64725,279.71054,279.9977,279.89136,280.1111,280.00693,279.7321,279.92157,280.06522,279.70715,277.68417,277.51004,277.72748
